"Name","Slug","Nation","Class","Tier","Type","Hitpoints","Effective HP","Armor","Torpedo Protection","Main Battery","Range","Reload Time","Turret Turn Time","Gun Traverse","Sigma","HE Damage","HE Alpha Strike","HE DPM","Fires/Min","AP Damage","Overmatch","AP Alpha Strike","AP DPM","Secondary Range","Sec Battery","AA Max DPS","AA Max Range","Max Speed","Turning Circle","Rudder Shift","Surface Detect","Air Detect","Smoke Penalty","Torp Layout","Torp Range","Torp Damage","Torp Speed","Torp Reload","Torp Detect","Consumables","Mod Slot 1","Mod Slot 2","Mod Slot 3","Mod Slot 4"
"Tachibana","tachibana","Japan","Destroyer","I","Premium","7,900","7,900","6-10 mm","0%","120mm 3rd Year Type 2x1","7.70 km","6.0 s","25.7 s","7.0°/s","2.00","1,700","3,400","34,000","1.40","2,000","8 mm","4,000","40,000","","","","","30.0 kt","360 m","2.0 s","5.40 km","2.70 km","1.80 km","2x2","6.00 km","10,833","52.0 kt","38 s","1.00 km","Slot 1: Damage Control Party | Slot 2: Smoke Generator","","","",""
"Takahashi","takahashi","Japan","Cruiser","VIII","Tech Tree","49,500","66,132","13-160 mm","13%","150 mm 5x3","15.30 km","15.0 s","6.0 s","30.0°/s","2.00","2,650","39,750","159,000","3.18","3,100","10 mm","46,500","186,000","5.00 km","100 mm 4x2","223","6.00 km","34.5 kt","860 m","8.5 s","12.40 km","7.50 km","6.00 km","","","","","","","","","","",""
"Tallinn","tallinn","U.S.S.R.","Cruiser","VI","Tech Tree","36,000","36,000","13-150 mm","7%","180 mm 4x3","15.40 km","15.0 s","22.5 s","8.0°/s","2.00","2,500","30,000","120,000","3.01","4,400","12 mm","52,800","211,200","4.50 km","100 mm 6x2","207","5.00 km","33.0 kt","900 m","10.9 s","13.40 km","8.00 km","7.30 km","","","","","","","","","","",""
"Taranto","taranto","Italy","Cruiser","II","Tech Tree","19,600","19,600","6-100 mm","0%","150 mm 7x1","11.10 km","12.0 s","25.7 s","7.0°/s","2.00","2,200","8,800","44,000","1.42","4,000","10 mm","16,000","80,000","","","3","4.00 km","28.2 kt","450 m","5.7 s","7.90 km","4.80 km","3.40 km","","11.10 km","2,200","","","","","","","",""
"Tashkent","tashkent","U.S.S.R.","Destroyer","VII","Tech Tree","21,500","27,520","6-20 mm","0%","130 mm 3x2","10.90 km","5.0 s","18.6 s","9.7°/s","2.00","1,900","11,400","136,800","4.72","2,500","9 mm","15,000","180,000","","","86","3.50 km","42.5 kt","730 m","5.4 s","7.60 km","3.80 km","2.90 km","","","","","","","","","","",""
"Tashkent &#x27;39","tashkent-39","U.S.S.R.","Destroyer","VI","Premium","21,200","21,200","6-20mm","0%","130 mm 3x1","10.70 km","5.0 s","18.6 s","9.7°/s","2.00","1,900","5,700","68,400","2.66","2,500","9 mm","7,500","90,000","","","34","3.50 km","44.8 kt","730 m","4.8 s","6.30 km","3.20 km","2.40 km","","","","","","","","","","",""
"Tátra","tatra","Europe","Destroyer","I","Tech Tree","8,400","8,400","6-10 mm","0%","100mm Skoda 2x1","8.70 km","4.0 s","18.0 s","10.0°/s","2.00","1,400","2,800","42,000","1.80","1,700","7 mm","3,400","51,000","","","","","32.5 kt","470 m","3.0 s","5.60 km","2.80 km","1.90 km","2x2","6.00 km","7,533","50.0 kt","45 s","1.00 km","Slot 1: Damage Control Party | Slot 2: Smoke Generator | Slot 3: Engine Boost","","","",""
"Temeraire","temeraire","U.K.","Battleship","VIII","Tech Tree","67,900","111,356","19-381 mm","25%","419 mm 3x3","17.00 km","27.0 s","45.0 s","4.0°/s","1.80","7,200","64,800","144,000","2.22","13,000","29 mm","117,000","260,000","5.00 km","134 mm 8x2","372","5.20 km","29.5 kt","830 m","15.8 s","15.30 km","12.50 km","14.70 km","","","","","","","","","","",""
"Tennessee","tennessee","U.S.A.","Battleship","V","Tech Tree","52,600","74,692","16-457 mm","37%","356 mm 4x3","15.70 km","32.0 s","60.0 s","3.0°/s","1.90","5,000","60,000","112,500","1.85","10,500","24 mm","126,000","236,250","4.00 km","127 mm 8x1","98","4.20 km","21.0 kt","670 m","14.6 s","14.20 km","11.30 km","12.30 km","","","","","","","","","","",""
"Tenryu","tenryu","Japan","Cruiser","II","Tech Tree","17,700","17,700","6-63 mm","0%","140 mm 4x1","11.10 km","6.0 s","21.2 s","8.5°/s","2.00","2,400","9,600","96,000","3.44","2,700","9 mm","10,800","108,000","","","4","3.00 km","32.5 kt","560 m","4.0 s","8.50 km","5.10 km","3.50 km","","","","","","","","","","",""
"Texas","texas","U.S.A.","Battleship","I","Premium","49,100","69,722","13-356 mm","31%","356 mm 5x2","14.70 km","34.3 s","60.0 s","3.0°/s","1.80","5,000","50,000","87,464","1.70","10,300","24 mm","103,000","180,175","4.00 km","127 mm 6x1","345","3.50 km","20.6 kt","600 m","14.0 s","13.00 km","10.90 km","11.80 km","","","","","","","","","","",""
"Texas Alpha","texas-alpha","U.S.A.","Battleship","V","Premium","49,100","69,722","13-356 mm","31%","356 mm 5x2","14.70 km","34.3 s","60.0 s","3.0°/s","1.80","5,000","50,000","87,464","1.70","10,300","24 mm","103,000","180,175","4.00 km","127 mm 6x1","345","3.50 km","20.6 kt","600 m","14.0 s","13.00 km","10.90 km","11.80 km","","","","","","","","","","",""
"Tiger","tiger","U.K.","Battleship","I","Tech Tree","49,600","70,432","13-254 mm","13%","343 mm 4x2","14.50 km","30.0 s","30.0 s","6.0°/s","1.50","5,050","40,400","80,800","1.96","9,450","23 mm","75,600","151,200","4.50 km","152 mm 12x1","30","3.00 km","29.0 kt","740 m","13.6 s","12.90 km","10.40 km","10.90 km","","","","","","","","","","",""
"Tiger 59","tiger-59","U.K.","Cruiser","VI","Premium","33,100","59,580","13-101 mm","4%","152 mm 2x2","14.70 km","3.2 s","4.7 s","38.3°/s","2.00","","","","","3,200","10 mm","12,800","240,000","","","165","6.00 km","31.2 kt","590 m","8.9 s","11.00 km","6.90 km","5.40 km","","","","","","","","","","",""
"Tirpitz","tirpitz","Germany","Battleship","VII","Premium","72,500","109,040","19-360 mm","22%","380 mm 4x2","17.40 km","24.0 s","36.0 s","5.0°/s","1.95","4,400","35,200","88,000","2.41","11,600","26 mm","92,800","232,000","6.00 km","105 mm 8x2","239","4.50 km","31.0 kt","850 m","16.0 s","14.70 km","12.30 km","14.10 km","","","","","","","","","","",""
"Tirpitz B","tirpitz-b","Germany","Battleship","VII","Premium","72,500","109,040","19-360 mm","22%","380 mm 4x2","17.40 km","24.0 s","36.0 s","5.0°/s","1.95","4,400","35,200","88,000","2.41","11,600","26 mm","92,800","232,000","6.00 km","105 mm 8x2","239","4.50 km","31.0 kt","850 m","16.0 s","14.70 km","12.30 km","14.10 km","","","","","","","","","","",""
"Tokachi","tokachi","Japan","Cruiser","VI","Premium","32,000","32,000","5-105mm","19%","127 mm 6x2","14.60 km","7.0 s","7.2 s","25.0°/s","2.00","2,150","25,800","221,143","5.81","2,200","8 mm","26,400","226,286","4.50 km","120 mm 4x1","92","5.00 km","34.5 kt","750 m","8.8 s","11.40 km","6.90 km","4.90 km","","","","","","","","","","",""
"Toulon","toulon","France","Cruiser","VI","Tech Tree","38,000","50,768","13-305 mm","25%","305 mm 2x4","15.40 km","28.0 s","40.0 s","4.5°/s","1.90","4,050","32,400","69,429","1.66","8,000","21 mm","64,000","137,143","5.00 km","100 mm 6x2","144","5.00 km","30.0 kt","710 m","11.5 s","11.00 km","6.60 km","8.50 km","","","","","","","","","","",""
"Trento","trento","Italy","Cruiser","V","Tech Tree","34,500","34,500","13-100 mm","10%","203 mm 4x2","14.50 km","15.0 s","25.7 s","7.0°/s","2.00","2,800","22,400","89,600","2.80","5,100","14 mm","40,800","163,200","4.50 km","100 mm 6x2","136","4.00 km","35.0 kt","630 m","9.5 s","10.60 km","6.30 km","5.80 km","","","","","","","","","","",""
"Tsurugi","tsurugi","Japan","Battleship","VII","Premium","69,700","98,974","19-365mm","41%","457 mm 3x2","17.10 km","29.0 s","36.0 s","5.0°/s","2.00","7,300","43,800","90,666","1.91","14,000","31 mm","84,000","173,880","5.00 km","140 mm 4x2","389","5.00 km","35.0 kt","890 m","16.0 s","15.20 km","12.10 km","15.10 km","","","","","","","","","","",""
"Tulsa","tulsa","U.S.A.","Cruiser","VIII","Premium","42,700","57,047","16-203 mm","13%","203 mm 3x2","15.40 km","5.2 s","30.0 s","6.0°/s","2.00","3,000","18,000","207,692","6.87","5,300","14 mm","31,800","366,923","5.00 km","127 mm 6x2","381","5.00 km","33.0 kt","750 m","10.5 s","12.35 km","7.40 km","7.00 km","","","","","","","","","","",""
"Turbine","turbine","Italy","Destroyer","III","Tech Tree","10,900","10,900","6-10 mm","0%","120 mm 2x2","9.40 km","5.5 s","18.0 s","10.0°/s","2.00","1,700","6,800","74,182","2.02","2,350","","","","","","15","2.00 km","33.0 kt","510 m","2.9 s","6.20 km","3.00 km","2.10 km","","","","","","","","","","",""
"Turenne","turenne","France","Battleship","III","Premium","35,000","49,700","12-400 mm","19%","305 mm 6x2","14.10 km","28.0 s","60.0 s","3.0°/s","1.80","4,200","33,600","72,000","1.85","8,300","21 mm","66,400","142,286","4.50 km","100 mm 20x1","10","1.00 km","21.0 kt","510 m","11.2 s","12.10 km","9.70 km","9.30 km","","","","","","","","","","",""
"U.S.S. Voyager","uss-voyager","U.S.A.","Cruiser","VIII","Premium","44,700","57,216","6-203mm","7%","203 mm 3x3","15.50 km","8.5 s","30.0 s","6.0°/s","2.00","","","","","4,500","14 mm","40,500","285,882","","","426","5.00 km","33.0 kt","770 m","8.6 s","13.00 km","7.80 km","7.20 km","","","","","","","","","","",""
"Udaloi","udaloi","U.S.S.R.","Destroyer","VII","Tech Tree","18,800","24,064","6-20 mm","0%","130 mm 3x2","11.00 km","7.5 s","9.0 s","20.0°/s","2.00","1,900","11,400","91,200","3.15","2,600","9 mm","15,600","124,800","","","84","5.20 km","38.0 kt","610 m","5.3 s","7.60 km","3.80 km","2.90 km","","","","","","","","","","",""
"V-170","v-170","Germany","Destroyer","III","Tech Tree","10,300","10,300","6-13 mm","0%","105 mm 4x1","9.10 km","4.0 s","18.0 s","10.0°/s","2.00","1,200","3,600","54,000","2.14","2,300","7 mm","6,900","103,500","","","6","2.00 km","35.5 kt","500 m","2.7 s","5.60 km","2.80 km","2.00 km","","","","","","","","","","",""
"V-25","v-25","Germany","Destroyer","II","Tech Tree","7,600","7,600","6-9 mm","0%","105 mm 3x1","8.50 km","4.0 s","18.0 s","10.0°/s","2.00","1,200","4,800","72,000","2.78","2,300","7 mm","9,200","138,000","","","3","1.00 km","36.0 kt","440 m","2.1 s","5.20 km","2.60 km","2.00 km","","","","","","","","","","",""
"Valkyrie","valkyrie","U.K.","Destroyer","II","Tech Tree","9,500","9,500","3-6 mm","0%","102 mm 4x1","8.90 km","5.0 s","18.0 s","10.0°/s","2.00","1,500","6,000","72,000","2.63","1,800","7 mm","7,200","86,400","","","6","2.50 km","34.0 kt","500 m","2.5 s","5.60 km","2.80 km","2.00 km","","","","","","","","","","",""
"Vallejo","vallejo","U.S.A.","Cruiser","VIII","Premium","44,000","79,200","13-152 mm","4%","152 mm 5x2","15.50 km","6.0 s","7.2 s","25.0°/s","2.00","","","","","3,500","10 mm","35,000","350,000","","","436","6.00 km","32.5 kt","7409 m","8.4 s","12.50 km","7.60 km","6.30 km","","","","","","","","","","",""
"Vampire","vampire","Commonwealth","Destroyer","II","Premium","9,500","9,500","3-10 mm","0%","102 mm 4x1","8.90 km","5.0 s","18.0 s","10.0°/s","2.00","1,500","6,000","72,000","2.23","1,700","7 mm","6,800","81,600","","","22","2.50 km","34.0 kt","520 m","2.5 s","5.60 km","2.80 km","1.80 km","","","","","","","","","","",""
"Vampire II","vampire-ii","Commonwealth","Destroyer","★","Premium","19,800","19,800","6-20 mm","0%","113 mm 3x2","11.10 km","2.7 s","7.2 s","25.0°/s","2.00","1,700","10,200","226,667","8.75","2,100","7 mm","12,600","280,000","","","95","5.00 km","35.0 kt","680 m","4.4 s","7.00 km","3.50 km","2.40 km","","","","","","","","","","",""
"Vanguard","vanguard","U.K.","Battleship","VII","Tech Tree","71,700","120,097","16-356 mm","25%","381 mm 4x2","17.00 km","25.0 s","30.0 s","6.0°/s","2.00","5,800","46,400","111,360","2.37","12,500","26 mm","100,000","240,000","5.00 km","134 mm 8x2","439","5.20 km","30.0 kt","850 m","13.4 s","15.20 km","12.20 km","14.00 km","","","","","","","","","","",""
"Varyag","varyag","U.S.S.R.","Cruiser","II","Premium","22,400","22,400","6-76 mm","0%","152mm B-38 6x2","12.40 km","8.5 s","25.7 s","7.0°/s","2.00","2,200","26,400","186,353","7.06","3,100","10 mm","37,200","262,588","","","","","34.0 kt","600 m","6.7 s","9.50 km","5.70 km","4.80 km","","","","","","","Slot 1: Damage Control Party","","","",""
"Västerås","vasteras","Europe","Destroyer","V","Tech Tree","12,100","15,488","7-16 mm","0%","120 mm 3x2","10.40 km","7.5 s","22.5 s","8.0°/s","2.00","1,600","9,600","76,800","2.82","2,200","8 mm","13,200","105,600","","","30","3.50 km","38.0 kt","590 m","3.0 s","6.60 km","3.20 km","2.30 km","","","","","","","","","","",""
"Vauquelin","vauquelin","France","Destroyer","VI","Tech Tree","18,100","18,100","3-16 mm","0%","139 mm 5x1","9.80 km","5.0 s","18.0 s","10.0°/s","2.00","2,200","11,000","132,000","4.51","2,850","9 mm","14,250","171,000","","","30","3.00 km","36.0 kt","670 m","4.0 s","7.00 km","3.50 km","2.80 km","","","","","","","","","","",""
"Velos","velos","Europe","Destroyer","VIII","Premium","17,100","17,100","13-20 mm","0%","127 mm 4x1","10.90 km","2.2 s","5.3 s","34.0°/s","2.00","2,000","8,000","218,182","5.06","2,300","8 mm","9,200","250,909","","","105","5.00 km","38.0 kt","620 m","3.6 s","6.80 km","3.40 km","2.50 km","","","","","","","","","","",""
"Venezia","venezia","Italy","Cruiser","★","Premium","51,800","66,304","6-200 mm","28%","203 mm 5x3","16.00 km","19.0 s","25.7 s","7.0°/s","2.00","2,900","43,500","137,368","2.88","4,800","14 mm","72,000","227,368","5.00 km","90 mm 12x2","451","4.00 km","36.6 kt","760 m","13.6 s","12.30 km","7.40 km","7.00 km","","","","","","","","","","",""
"Vermont","vermont","U.S.A.","Battleship","★","Premium","102,800","145,976","19-508 mm","40%","457 mm 4x3","17.80 km","35.0 s","45.0 s","4.0°/s","2.00","6,100","73,200","125,486","1.71","15,000","31 mm","180,000","308,571","5.00 km","127 mm 8x2","675","5.00 km","24.5 kt","850 m","19.1 s","16.00 km","12.80 km","15.70 km","","","","","","","","","","",""
"Viribus Unitis","viribus-unitis","Europe","Battleship","I","Premium","35,700","55,492","13-280 mm","18%","305 mm 4x3","14.60 km","27.0 s","45.0 s","4.0°/s","1.95","4,200","50,400","112,000","2.13","8,500","21 mm","102,000","226,667","5.00 km","150 mm 12x1","9","3.00 km","21.5 kt","530 m","11.5 s","12.50 km","10.20 km","9.50 km","","","","","","","","","","",""
"Visby","visby","Europe","Destroyer","I","Tech Tree","9,600","12,288","7-10 mm","0%","120 mm 1x2","9.90 km","6.5 s","22.5 s","8.0°/s","2.00","1,600","8,000","73,846","2.81","2,200","8 mm","11,000","101,538","","","52","3.50 km","39.0 kt","540 m","2.5 s","5.90 km","2.90 km","2.10 km","","","","","","","","","","",""
"Vittorio Cuniberti","vittorio-cuniberti","Italy","Destroyer","VII","Tech Tree","16,700","16,700","6-20 mm","0%","120 mm 3x2","10.80 km","5.5 s","12.9 s","14.0°/s","2.00","1,700","10,200","111,273","3.85","2,600","","","","","","32","2.00 km","39.0 kt","650 m","3.9 s","7.70 km","3.70 km","2.60 km","","","","","","","","","","",""
"Vittorio Veneto","vittorio-veneto","Italy","Battleship","VII","Tech Tree","64,800","101,088","13-380 mm","38%","381 mm 3x3","16.80 km","31.0 s","30.0 s","6.0°/s","1.70","5,400","48,600","94,065","1.77","11,000","26 mm","99,000","191,613","5.75 km","90 mm 12x1","313","4.00 km","30.0 kt","810 m","15.5 s","15.20 km","12.20 km","10.50 km","","","","","","","","","","",""
"Vladivostok","vladivostok","U.S.S.R.","Battleship","VII","Tech Tree","73,600","94,208","19-425 mm","21%","406 mm 3x3","16.90 km","33.0 s","45.0 s","4.0°/s","1.60","5,850","52,650","95,727","1.80","12,000","28 mm","108,000","196,364","5.00 km","100 mm 6x2","266","5.00 km","29.0 kt","950 m","13.7 s","15.30 km","12.20 km","14.80 km","","","","","","","","","","",""
"Von Der Tann","von-der-tann","Germany","Battleship","III","Premium","38,000","53,960","10-250mm","13%","283 mm 4x2","13.50 km","23.0 s","40.0 s","4.5°/s","2.00","3,200","25,600","66,783","2.13","7,200","19 mm","57,600","150,261","4.60 km","88 mm 4x1","21","3.00 km","27.5 kt","600 m","11.4 s","11.90 km","9.50 km","8.50 km","","","","","","","","","","",""
"Wakatake","wakatake","Japan","Destroyer","II","Tech Tree","8,200","8,200","6-12 mm","0%","120 mm 3x1","8.60 km","10.0 s","20.0 s","9.0°/s","2.00","1,700","5,100","30,600","1.17","2,000","8 mm","6,000","36,000","","","9","2.00 km","35.5 kt","470 m","2.7 s","5.30 km","2.70 km","2.00 km","","8.60 km","1,700","","","","","","","",""
"Wakeful","wakeful","U.K.","Destroyer","III","Tech Tree","10,000","10,000","3-10 mm","0%","120 mm 4x1","10.80 km","5.0 s","18.0 s","10.0°/s","2.00","1,700","6,800","81,600","3.77","2,200","8 mm","8,800","105,600","","","11","2.50 km","35.0 kt","500 m","2.5 s","5.70 km","2.90 km","2.00 km","","","","","","","","","","",""
"Warspite","warspite","U.K.","Battleship","V","Premium","53,800","80,915","16-330 mm","22%","381 mm 4x2","15.50 km","30.0 s","54.5 s","3.3°/s","2.00","5,300","42,400","84,800","1.93","11,400","26 mm","91,200","182,400","5.00 km","102 mm 4x2","164","5.00 km","23.5 kt","550 m","14.2 s","14.20 km","11.40 km","13.00 km","","","","","","","","","","",""
"Warspite B","warspite-b","U.K.","Battleship","V","Premium","53,800","80,915","16-330 mm","22%","381 mm 4x2","15.50 km","30.0 s","54.5 s","3.3°/s","2.00","5,300","42,400","84,800","1.93","11,400","26 mm","91,200","182,400","5.00 km","102 mm 4x2","164","5.00 km","23.5 kt","550 m","14.2 s","14.20 km","11.40 km","13.00 km","","","","","","","","","","",""
"Weimar","weimar","Germany","Cruiser","VII","Premium","32,000","32,000","13-150 mm","10%","150 mm 4x3","15.20 km","5.0 s","23.7 s","7.6°/s","2.00","1,700","20,400","244,800","7.59","3,750","10 mm","45,000","540,000","5.00 km","105 mm 4x2","115","3.50 km","31.0 kt","650 m","8.8 s","12.40 km","7.80 km","6.40 km","","","","","","","","","","",""
"Weser","weser","Germany","Aircraft Carrier","V","Tech Tree","41,000","41,000","10-80 mm","0%","","","","","","","","","","","","","","","4.00 km","105 mm 5x2","143","4.50 km","32.0 kt","930 m","10.6 s","12.70 km","8.90 km","2.00 km","","","","","","","","","","",""
"West Virginia","west-virginia","U.S.A.","Battleship","V","Premium","50,200","71,284","6-457 mm","37%","406 mm 4x2","15.40 km","30.0 s","45.0 s","4.0°/s","1.80","5,700","45,600","91,200","1.94","12,400","28 mm","99,200","198,400","4.00 km","127 mm 8x1","99","4.20 km","21.0 kt","670 m","13.7 s","14.00 km","11.20 km","12.00 km","","","","","","","","","","",""
"West Virginia 44","west-virginia-44","U.S.A.","Battleship","VI","Premium","62,000","88,040","16-457mm","37%","406 mm 4x2","15.90 km","30.0 s","45.0 s","4.0°/s","2.00","5,700","45,600","91,200","1.94","12,400","28 mm","99,200","198,400","6.00 km","127 mm 8x2","504","5.00 km","21.0 kt","750 m","14.8 s","14.30 km","11.50 km","13.90 km","","","","","","","","","","",""
"Weymouth","weymouth","U.K.","Cruiser","I","Tech Tree","14,200","14,200","6-152 mm","0%","152 mm 8x1","10.00 km","8.6 s","25.7 s","7.0°/s","2.00","","","","","2,800","10 mm","14,000","97,674","","","6","2.00 km","26.0 kt","500 m","5.9 s","8.20 km","4.90 km","3.50 km","","","","","","","","","","",""
"Wichita","wichita","U.S.A.","Cruiser","VII","Premium","37,900","50,634","6-203 mm","4%","203 mm 3x3","15.50 km","10.0 s","30.0 s","6.0°/s","2.00","2,600","23,400","140,400","4.46","4,200","14 mm","37,800","226,800","5.00 km","127 mm 4x1","217","5.00 km","33.5 kt","680 m","6.0 s","12.60 km","7.50 km","7.10 km","","","","","","","","","","",""
"Wichita CE","wichita-ce","U.S.A.","Cruiser","VII","Premium","37,900","50,634","6-203 mm","4%","203 mm 3x3","15.50 km","10.0 s","30.0 s","6.0°/s","2.00","2,800","25,200","151,200","4.46","4,000","14 mm","36,000","216,000","5.00 km","127 mm 4x1","217","5.00 km","33.5 kt","680 m","6.0 s","12.00 km","7.50 km","7.10 km","","","","","","","","","","",""
"Wickes","wickes","U.S.A.","Destroyer","II","Tech Tree","8,900","8,900","6-13 mm","0%","102 mm 4x1","8.70 km","7.0 s","15.7 s","11.5°/s","2.00","1,500","6,000","51,429","1.88","1,700","7 mm","6,800","58,286","","","9","3.00 km","34.0 kt","480 m","2.4 s","5.80 km","2.90 km","2.00 km","","","","","","","","","","",""
"Wisconsin","wisconsin","U.S.A.","Battleship","VIII","Premium","75,500","117,357","6-439mm","40%","406 mm 3x3","17.40 km","36.0 s","45.0 s","4.0°/s","1.80","5,700","51,300","85,500","1.64","13,000","28 mm","117,000","195,000","5.00 km","127 mm 10x2","645","5.00 km","32.5 kt","920 m","17.2 s","15.80 km","12.70 km","15.30 km","","","","","","","","","","",""
